SprungMass_kg,UnsprungMass_kg,SuspensionStiffness_Npm,TireStiffness_Npm,NominalDamping_Nspm,NominalAsymptoticallyStable,MaxRoadDisplacement_m,MaxSprungDisplacement_m,MaxUnsprungDisplacement_m,MaxSuspensionTravel_m,MaxTireDeflection_m,MaxAbsBodyAcceleration_mps2,RMSBodyAcceleration_mps2,RMSBodyDisplacement_m,RMSSuspensionTravel_m,PeakBodyToRoadDisplacementRatio,FinalStateNorm,PeakRoadToBodyFrequencyGain,PeakRoadToBodyFrequency_Hz,DampingSweep_MinRMSAcceleration_Damping_Nspm,DampingSweep_MinRMSAcceleration_mps2
100,10,200,200,500,1,0.1,0.104202682487118,0.102607216332514,0.00371467708819292,0.0105862183083807,0.0193544582133349,0.00491813020330376,0.0378208477893047,0.000952649050923281,1.04202682487118,2.47542952917489e-05,4.61859941353711,0.203632962785319,200,0.00398140680952661
